Variables= X Cp Cf 
zone T= "-2.000000" 
        1.0000000000          0.2281701416          0.0024802487 
        0.9944972992          0.2175284028          0.0025733139 
        0.9842088223          0.2219670415          0.0025185498 
        0.9721233845          0.2227716148          0.0024930038 
        0.9591490030          0.2204793841          0.0024933142 
        0.9458019137          0.2159671485          0.0025126941 
        0.9323746562          0.2083162069          0.0025614672 
        0.9185777307          0.1997037083          0.0026191154 
        0.9046568871          0.1900712103          0.0026871013 
        0.8906889558          0.1803288609          0.0027569833 
        0.8766668439          0.1701855659          0.0028316893 
        0.8625962138          0.1589576453          0.0029184078 
        0.8485191464          0.1487092376          0.0029966324 
        0.8344929218          0.1382279992          0.0030781578 
        0.8206474781          0.1268298775          0.0031703631 
        0.8068297505          0.1164758280          0.0032526164 
        0.7927931547          0.1050596759          0.0033455105 
        0.7787046432          0.0937809050          0.0034363468 
        0.7647905946          0.0816047788          0.0035356071 
        0.7508740425          0.0698765889          0.0036271622 
        0.7367253900          0.0578707829          0.0037150038 
        0.7225298882          0.0433243811          0.0038212480 
        0.7082740068          0.0306565184          0.0038906368 
        0.6940593719          0.0159084741          0.0039566215 
        0.6798879504          0.0021165123          0.0039675971 
        0.6657844782         -0.0113780973          0.0038999454 
        0.6516457200         -0.0258707553          0.0037140974 
        0.6375460625         -0.0364898555          0.0032586979 
        0.6234037280         -0.0524443798          0.0024939408 
        0.6092425585         -0.0776761323          0.0013121796 
        0.5950688720         -0.1470448375          0.0002352815 
        0.5810421705         -0.2251941711         -0.0001137748 
        0.5670729280         -0.2320060134         -0.0001287349 
        0.5530961156         -0.2387821674         -0.0001277707 
        0.5389939547         -0.2460143566         -0.0001156949 
        0.5248782039         -0.2539526522         -0.0000851421 
        0.5107891560         -0.2627485394         -0.0000221519 
        0.4967036545         -0.2728994191          0.0000708928 
        0.4826433063         -0.2849569917          0.0002093219 
        0.4685902297         -0.2974695563          0.0003350281 
        0.4545654655         -0.3114196658          0.0005018574 
        0.4405582845         -0.3240823448          0.0006414803 
        0.4265249074         -0.3361697495          0.0007838235 
        0.4125118256         -0.3469381332          0.0009180108 
        0.3984962404         -0.3553561866          0.0010210677 
        0.3844834268         -0.3639771640          0.0011551222 
        0.3704789579         -0.3700071573          0.0012610478 
        0.3564499915         -0.3735051751          0.0013327547 
        0.3424169421         -0.3775687814          0.0014414124 
        0.3283955157         -0.3776129782          0.0014791330 
        0.3143304586         -0.3782552779          0.0015413488 
        0.3002967536         -0.3789064288          0.0016247564 
        0.2862543166         -0.3763786554          0.0016464776 
        0.2722045183         -0.3748670220          0.0016977030 
        0.2581107616         -0.3713048697          0.0016975416 
        0.2440361381         -0.3702561855          0.0017609640 
        0.2299456894         -0.3671443164          0.0017735048 
        0.2158412784         -0.3640962243          0.0017661795 
        0.2017695010         -0.3643926382          0.0018463965 
        0.1877197772         -0.3611139655          0.0018020640 
        0.1737403572         -0.3629080653          0.0018775387 
        0.1598018259         -0.3635516465          0.0019021713 
        0.1458735466         -0.3666159511          0.0019811301 
        0.1319422871         -0.3699535131          0.0020481555 
        0.1181220487         -0.3754523993          0.0021769975 
        0.1043865979         -0.3806771040          0.0022621937 
        0.0908781067         -0.3897579908          0.0024947973 
        0.0775191486         -0.3978442550          0.0027277635 
        0.0644125119         -0.4065234065          0.0029314354 
        0.0518477410         -0.4202349186          0.0034223862 
        0.0399019681         -0.4312312007          0.0040354496 
        0.0291823745         -0.4401423037          0.0047286963 
        0.0205163863         -0.4501836598          0.0058106314 
        0.0141463643         -0.4501972497          0.0077454448 
        0.0096264342         -0.4281654358          0.0092439493 
        0.0063714231         -0.3948581517          0.0120283570 
        0.0039851228         -0.3154097199          0.0157531574 
        0.0022315502         -0.1807354540          0.0184801631 
        0.0010003676          0.0445600413          0.0242634136 
        0.0002599654          0.3996184468          0.0237298515 
        0.0000018368          0.7621011138          0.0179158896 
        0.0001709456          0.9708661437          0.0057480605 
        0.0004980410          1.0025125742          0.0000000000 
        0.0008052547          0.9873362184          0.0039806175 
        0.0019094408          0.8704228997          0.0086258184 
        0.0035290672          0.7216480374          0.0104328943 
        0.0057462878          0.5685476661          0.0103089418 
        0.0087600099          0.4360367060          0.0092747957 
        0.0129273068          0.3215037584          0.0081479279 
        0.0187769849          0.2181466967          0.0070969025 
        0.0268488713          0.1402668357          0.0056749256 
        0.0371241495          0.0755443946          0.0050484245 
        0.0489362888          0.0312231854          0.0041794768 
        0.0616168268         -0.0010546059          0.0037390618 
        0.0747621581         -0.0282101724          0.0034309844 
        0.0882079452         -0.0479564294          0.0030935905 
        0.1018276513         -0.0653695911          0.0029057211 
        0.1156047061         -0.0805905908          0.0027371177 
        0.1294587851         -0.0931388512          0.0025726040 
        0.1433610320         -0.1060805991          0.0024913931 
        0.1573271155         -0.1156921163          0.0023425620 
        0.1713261604         -0.1264750063          0.0022888896 
        0.1853793114         -0.1368911266          0.0022295171 
        0.1994120330         -0.1443181485          0.0021132661 
        0.2134190947         -0.1534245759          0.0020837670 
        0.2273777276         -0.1599876285          0.0019950408 
        0.2414023280         -0.1676711440          0.0019620294 
        0.2555359304         -0.1753287315          0.0019291473 
        0.2697102427         -0.1797626764          0.0018302622 
        0.2838938534         -0.1869783252          0.0018262223 
        0.2980772257         -0.1921603531          0.0017706529 
        0.3122941554         -0.1973128170          0.0017295873 
        0.3264755011         -0.2020332515          0.0016890346 
        0.3407142460         -0.2068320513          0.0016584075 
        0.3549101651         -0.2108536065          0.0016177481 
        0.3691297472         -0.2156661153          0.0016013728 
        0.3833535314         -0.2187102139          0.0015509371 
        0.3975593150         -0.2227153182          0.0015315680 
        0.4117878675         -0.2247573733          0.0014766116 
        0.4259996414         -0.2284931391          0.0014670052 
        0.4401935339         -0.2302211523          0.0014189173 
        0.4543665051         -0.2329014689          0.0013992806 
        0.4684900045         -0.2346086204          0.0013641614 
        0.4826602936         -0.2347463667          0.0013073622 
        0.4968531132         -0.2363708317          0.0012896673 
        0.5110501051         -0.2368526459          0.0012530113 
        0.5252445340         -0.2366518527          0.0012109354 
        0.5394344926         -0.2360743731          0.0011700733 
        0.5536199808         -0.2348537445          0.0011252352 
        0.5677971244         -0.2329507172          0.0010764659 
        0.5819697380         -0.2300246358          0.0010184377 
        0.5960966945         -0.2271293998          0.0009711197 
        0.6102520227         -0.2240471393          0.0009279412 
        0.6244159341         -0.2191078067          0.0008583958 
        0.6385809183         -0.2146184444          0.0008078440 
        0.6527497172         -0.2088256478          0.0007407475 
        0.6669135690         -0.2026350051          0.0006755262 
        0.6810762286         -0.1951212287          0.0005933668 
        0.6952208281         -0.1883648932          0.0005353097 
        0.7092760205         -0.1805049181          0.0004594536 
        0.7233534455         -0.1723565906          0.0003830990 
        0.7374734282         -0.1643432379          0.0003138969 
        0.7516131997         -0.1559562087          0.0002356417 
        0.7657509446         -0.1480095834          0.0001665962 
        0.7798710465         -0.1404181868          0.0001003334 
        0.7937729955         -0.1335150450          0.0000428663 
        0.8076182008         -0.1272851825         -0.0000022897 
        0.8215758204         -0.1215490177         -0.0000388158 
        0.8354482055         -0.1162960306         -0.0000624688 
        0.8490245938         -0.1114574522         -0.0000788074 
        0.8625231981         -0.1068969816         -0.0000879328 
        0.8762143254         -0.1024753004         -0.0000908145 
        0.8899691701         -0.0981353596         -0.0000884794 
        0.9037760496         -0.0938030183         -0.0000776287 
        0.9177469611         -0.0690700039          0.0000124948 
        0.9314845204          0.0023673507          0.0005220358 
        0.9451167583          0.0419706665          0.0013260077 
        0.9587717056          0.0667411536          0.0020165623 
        0.9719279408          0.0923003331          0.0023875234 
        0.9840376973          0.1262591034          0.0024370775 
        0.9944905639          0.1750301570          0.0021758657 
        1.0000000000          0.2281701416          0.0017091376 

zone T= "-1.000000" 
        1.0000000000          0.2262268066          0.0026369859 
        0.9944972992          0.2172115296          0.0027197697 
        0.9842088223          0.2235569954          0.0026522859 
        0.9721233845          0.2257380635          0.0026201513 
        0.9591490030          0.2245705128          0.0026169277 
        0.9458019137          0.2209926248          0.0026350252 
        0.9323746562          0.2141468227          0.0026843681 
        0.9185777307          0.2062254995          0.0027443056 
        0.9046568871          0.1973977983          0.0028140002 
        0.8906889558          0.1885219067          0.0028853042 
        0.8766668439          0.1792128831          0.0029621171 
        0.8625962138          0.1688136458          0.0030514940 
        0.8485191464          0.1593946368          0.0031324197 
        0.8344929218          0.1497819126          0.0032162729 
        0.8206474781          0.1393243968          0.0033099451 
        0.8068297505          0.1298679113          0.0033933839 
        0.7927931547          0.1194551364          0.0034856282 
        0.7787046432          0.1093313396          0.0035721783 
        0.7647905946          0.0982629135          0.0036645627 
        0.7508740425          0.0878931805          0.0037410848 
        0.7367253900          0.0773238987          0.0038039398 
        0.7225298882          0.0645427182          0.0038670914 
        0.7082740068          0.0540141687          0.0038628220 
        0.6940593719          0.0418911651          0.0038063757 
        0.6798879504          0.0314969644          0.0036095122 
        0.6657844782          0.0221843943          0.0031928285 
        0.6516457200          0.0111260163          0.0024442808 
        0.6375460625         -0.0079438500          0.0012797742 
        0.6234037280         -0.0757385939          0.0002135831 
        0.6092425585         -0.1644762009         -0.0001279739 
        0.5950688720         -0.1707690805         -0.0001357831 
        0.5810421705         -0.1765955687         -0.0001382933 
        0.5670729280         -0.1824845970         -0.0001382723 
        0.5530961156         -0.1888986230         -0.0001301516 
        0.5389939547         -0.1963030398         -0.0001050641 
        0.5248782039         -0.2046977431         -0.0000505788 
        0.5107891560         -0.2144496143          0.0000447244 
        0.4967036545         -0.2258781940          0.0001681093 
        0.4826433063         -0.2391371429          0.0003309381 
        0.4685902297         -0.2518617809          0.0004647656 
        0.4545654655         -0.2655829787          0.0006368036 
        0.4405582845         -0.2771893740          0.0007726296 
        0.4265249074         -0.2880616486          0.0009144847 
        0.4125118256         -0.2971046269          0.0010412829 
        0.3984962404         -0.3039537072          0.0011436846 
        0.3844834268         -0.3106881082          0.0012735705 
        0.3704789579         -0.3148610294          0.0013783139 
        0.3564499915         -0.3162735701          0.0014439676 
        0.3424169421         -0.3186250329          0.0015594328 
        0.3283955157         -0.3164414465          0.0015919374 
        0.3143304586         -0.3150672913          0.0016560428 
        0.3002967536         -0.3136509955          0.0017453753 
        0.2862543166         -0.3087536693          0.0017664866 
        0.2722045183         -0.3050400615          0.0018268198 
        0.2581107616         -0.2989297807          0.0018300543 
        0.2440361381         -0.2951623201          0.0019005178 
        0.2299456894         -0.2892052829          0.0019223716 
        0.2158412784         -0.2829282582          0.0019189921 
        0.2017695010         -0.2798195481          0.0020109222 
        0.1877197772         -0.2730087042          0.0019821378 
        0.1737403572         -0.2705837488          0.0020727282 
        0.1598018259         -0.2663416862          0.0021045411 
        0.1458735466         -0.2641085982          0.0021968102 
        0.1319422871         -0.2617460787          0.0022994247 
        0.1181220487         -0.2596459985          0.0024358600 
        0.1043865979         -0.2566865385          0.0025456317 
        0.0908781067         -0.2558600903          0.0028010174 
        0.0775191486         -0.2520576417          0.0030715233 
        0.0644125119         -0.2460009754          0.0033215510 
        0.0518477410         -0.2407073528          0.0038360693 
        0.0399019681         -0.2274763137          0.0045269574 
        0.0291823745         -0.2039029002          0.0052906931 
        0.0205163863         -0.1739519238          0.0063998578 
        0.0141463643         -0.1284330189          0.0082137221 
        0.0096264342         -0.0601209961          0.0096080387 
        0.0063714231          0.0249358546          0.0119926631 
        0.0039851228          0.1474729031          0.0140807061 
        0.0022315502          0.3165180683          0.0166226532 
        0.0010003676          0.5451204777          0.0173452049 
        0.0002599654          0.8084336519          0.0144961039 
        0.0000018368          0.9816769958          0.0049898666 
        0.0000288673          1.0025125742          0.0000000000 
        0.0001709456          0.9753866792          0.0056930962 
        0.0008052547          0.8188871145          0.0117452042 
        0.0019094408          0.6031568050          0.0151127726 
        0.0035290672          0.4202426672          0.0126534197 
        0.0057462878          0.2661102116          0.0127129322 
        0.0087600099          0.1444831192          0.0099452669 
        0.0129273068          0.0557101965          0.0085380813 
        0.0187769849         -0.0215353761          0.0071763704 
        0.0268488713         -0.0703867301          0.0055503086 
        0.0371241495         -0.1104054824          0.0048935926 
        0.0489362888         -0.1342784911          0.0040072915 
        0.0616168268         -0.1496197879          0.0035303365 
        0.0747621581         -0.1642534733          0.0032627976 
        0.0882079452         -0.1738428324          0.0029355655 
        0.1018276513         -0.1823375672          0.0027394954 
        0.1156047061         -0.1903027892          0.0025874395 
        0.1294587851         -0.1971926689          0.0024466948 
